Timestamp,sno,performance,time,effectiveness,theory,coding,background,learning,remarks
05/26/2020 03:32:40,1,Phase 1,<5 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,2,Phase 1,5-10 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,3,Phase 2,5-10 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,4,Phase 2,5-10 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,"Computer Organization / Hardware,Compilers",,
05/26/2020 03:32:40,5,Phase 3,10-15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab did not bring about a serious improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,6,Phase 3,<5 hours,100%,Those who have done the lab have a minor advantage in understanding the theory,The lab did not bring about a serious improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,7,Phase 3,5-10 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,8,Phase 3,5-10 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,9,Phase 4,10-15 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,10,Phase 4,10-15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,11,Phase 4,5-10 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,12,Phase 4,>15 hours,>75%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,13,Phase 4,>15 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,14,Phase 4,10-15 hours,>75%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,15,Phase 4,10-15 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,16,Phase 4,10-15 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,17,Phase 5,>15 hours,100%,Those who have done the lab have a minor advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,18,Phase 5,>15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,19,Phase 5,10-15 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,20,Phase 5,>15 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,21,Phase 5,10-15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,22,Phase 5,5-10 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,23,Phase 5,5-10 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,24,Phase 5,10-15 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,25,Phase 5,10-15 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,26,Phase 5,>15 hours,>90%,Those who have done the lab have a minor advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,27,Phase 5,10-15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,28,Phase 5,10-15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,29,Phase 5,10-15 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,30,Phase 5,10-15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,31,Phase 5,>15 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,32,Phase 5,10-15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,33,Phase 5,10-15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,34,Phase 5,>15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,35,Phase 5,>15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,36,Phase 5,10-15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,37,Phase 5,10-15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,38,Phase 6,10-15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,39,Phase 6,>15 hours,>75%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,40,Phase 6,>15 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,41,Phase 6,10-15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,42,Phase 6,<5 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Compilers,,
05/26/2020 03:32:40,43,Phase 6,5-10 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,44,Phase 6,10-15 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,45,Phase 6,>15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,46,Phase 6,>15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab did not bring about a serious improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,47,Phase 7,10-15 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,48,Phase 7,10-15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,49,Phase 7,10-15 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Compilers,,
05/26/2020 03:32:40,50,Phase 7,>15 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,51,Phase 8,>15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,52,Phase 8,>15 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Computer Organization / Hardware,,
05/26/2020 03:32:40,53,Phase 8,>15 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,54,Phase 7,5-10 hours,>90%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,55,Phase 7,5-10 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,56,Phase 8,>15 hours,100%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Compilers,,
05/26/2020 03:32:40,57,Phase 8,10-15 hours,100%,Those who have done the lab have a minor advantage in understanding the theory,The lab brought about moderate improvement in my coding skills,Sufficient,,
05/26/2020 03:32:40,58,Phase 7,10-15 hours,>75%,Those who have done the lab have a clear advantage in understanding the theory,The lab brought about considerable improvement in my coding skills,Sufficient,,
